

 ********* 2016-09-06 10:22:44 Duration: 00:00:37 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
        11       1,252       2,868         445          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW18 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        11       1,252       1,864         577          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW5 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        10       1,215       2,081         504          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW15 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        10       1,204       2,457         406          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW10 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        10       1,188       1,760         704          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW0 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        10       1,184       2,614         465          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW2 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        10       1,164       1,701         455          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW4
        10       1,163       1,573         585          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW16 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        10       1,155       2,189         348          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW13
        10       1,137       1,670         617          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW12 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        10         536       1,173         319         19  update CWCLUSTER set PREVIOUS_HEARTBEAT=HEARTBEAT,HEARTBEAT=? where CLUSTER_HEAD_ID=?
        10       1,131       1,903         566          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW11 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         9       1,093       1,867         617          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW7 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         9       1,082       1,414         851          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW6 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         9         237         512         178         41  SELECT CWDOCSEQ.NEXTVAL FROM DUAL
         9       1,076       1,948         394          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW0
         9       1,039       1,503         423          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW1 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         9       1,022       1,885         625          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW19 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         9         378         842         282         24  UPDATE cwpc_basketItem SET DATA=?,ACTION=?,CUSTOMERID=?,ACCOUNTID=?,SITEID=?,NOTES=?,BITYPE=? WHERE BASKETITEMID=?
         8         315         508         226         28  UPDATE cwpc_basketItem SET DATA=?,STATE=?,ACTION=?,SOURCE=?,BITYPE=? WHERE BASKETITEMID=?
         8         957       2,026         485          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW14 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         8         925       1,671         389          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW4 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         8         913       1,764         644          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW17 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         8         910       1,109         663          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW19
         7         808       2,788         301          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW0
         7         804       1,241         501          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW8 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
         6         759       1,060         456          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW19
         6         750       1,179         326          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPGLOBAL_NEW
         6         743       1,014         463          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW13
         6         540       1,444         276         12  SELECT MESSAGEID,QUEUE,SKEY,MGROUP FROM CWT_DBQUEUE WHERE QUEUE = ? AND HOLD = 0 AND ARCHIVED = 0 AND (DELIVERYTIME IS NULL OR DELIVERYTIME <= SYSDATE) AND ROWNUM <= ? ORDER BY PRIORITY DESC,CREATIONTIME
         5         648       1,033         448          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW3
         5         640       1,074         241          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW10
         5         638       1,096         479          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW14
         5         632         871         500          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW10
         5         626         759         518          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW6
         5         787       1,329         585          7  select CWT_TAI.ID,CWT_TAI.PARTICIPANTVARIABLE,CWT_TAI.PARTICIPANT,CWT_TAI.PARTICIPANTOPERATION,CWT_TAI.PARTICIPANTOPERATIONNS,CWT_TAI.PARTICIPANTMESSAGE,CWT_TAI.STATE,CWT_TAI.LABEL,CWT_TAI.CWCREATEDBY,CWT_TAI.CWCREATED,CWT_TAI.LASTUPDATEDDATE,CWT_TAI.LASTUPDATEDBY,CWT_TAI.FPIREF,CWT_TAI.FPSREF,CWT_TAI.TASREF,CWT_TAI.TASREFONJEOPARDY,CWT_TAI.TASREFONROLLBACK,CWT_TAI.NAME,CWT_TAI.PARAMETERS,CWT_TAI.TYPE,CWT_TAI.CONDITION,CWT_TAI.CONDITIONAL,CWT_TAI.CONDITIONTYPE,CWT_TAI.ITERATOR,CWT_TAI.MICROFLOWREF,CWT_TAI.ORDERID,CWT_TAI.ORDERITEMID,CWT_TAI.ORDERITEMVISUALKEY,CWT_TAI.PROCESSID,CWT_TAI.STARTED,CWT_TAI.COMPLETED,CWT_TAI.COMPLETEDWITHOPERATION,CWT_TAI.EARLIESTSTART,CWT_TAI.EARLIESTEND,CWT_TAI.PLANNEDSTART,CWT_TAI.PLANNEDEND,CWT_TAI.EXPECTEDSTART,CWT_TAI.EXPECTEDEND,CWT_TAI.PRIORITY,CWT_TAI.EFFORT,CWT_TAI.EFFORTTYPE,CWT_TAI.DURATION,CWT_TAI.DURATIONTYPE,CWT_TAI.ALERTONOVERDUE,CWT_TAI.ALERTDURATION,CWT_TAI.ALERTDURATIONTYPE,CWT_TAI.ALERTDURATION2,CWT_TAI.ALERTDURATIONTYPE2,CWT_TAI.ALERTPARTICIPANT,CWT_TAI.ALERTPARTICIPANT2,CWT_TAI.ALERTSISSUED,CWT_TAI.EMAILFROM,CWT_TAI.EMAILTO,CWT_TAI.EMAILSUBJECT,CWT_TAI.EMAILBODY,CWT_TAI.PERCENTCOMPLETE,CWT_TAI.LOCKSLA,CWT_TAI.LOCKPARTICIPANTMESSAGE,CWT_TAI.TRIGGERINGTAIREF,CWT_TAI.JEOPARDY,CWT_TAI.EVENTID,CWT_TAI.SORTSEQUENCE,CWT_TAI.FPSTASREF,CWT_TAI.ISAUTO,CWT_TAI.ISLISTENER from CWT_TAI
                                                           where STATE = 'RDY'
                                                             and (select state from CWT_FPI where ID = CWT_TAI.FPIREF) in ('RDY', 'RUN')
                                                             and (select count(*) from CWT_TAI_PREREQUISITE where TAIREF = CWT_TAI.ID and COMPLETED is null) = 0
         5         226         526         175         24  SELECT T0.TIMEPERIODID,T0.TIMEPERIODTYPE,T0.TIMEPERIOD,T0.TP_DATE,T0.TP_HOUR,T0.FPSREF,T0.STATE,T0.STARTED,T0.COMPLETED,T0.ACTIVE FROM CWT_SOFFPSHISTORY T0 WHERE T0.TIMEPERIODID=? AND T0.FPSREF=? AND T0.STATE=?
         5         283         409         205         19  SELECT COMMAND,PARAM1 FROM CWAVMCOMMANDS WHERE NODE_ID=? AND COMMANDTS>? order by COMMANDTS
         4         543       1,067         258          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW11
         4         538         665         402          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW7
         4         533         644         441          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW18
         4         528         877         339          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW14
         4         518         647         375          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW16
         4         498         714         289          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW5
         4         486         759         332          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW7
         4         482         814         322          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW12
         4         465         868         283          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW8
         4         577         805         461          7  SELECT DISTINCT T0.CREATEDBY,T0.CREATIONDATE,T0.UPDATEDBY,T0.LASTUPDATEDDATE,T0.ORIGINAL_ORDER_ID,T0.BASKETID,T0.OSTATE,T0.CUSTOMERID,T0.ACCOUNTID,T0.ORDERTYPE,T0.ORDVER,T0.ASSIGNEDPRIORITY,T0.REQUESTEDSTARTDATE,T0.REQUESTEDCOMPLETIONDATE,T0.DESCRIPTION,T0.EXTERNALORDERID,T0.ISBUNDLED,T0.NOTES,T0.ATTRS,T0.MODE_SC,T0.ISLOCKED,T0.RELATEDENTITIES,T0.BISPECIFICATION,T0.COMPLETIONDATE,T0.RELATEDORDERS,T0.CWDOCID
                                                           FROM CWORDERINSTANCE T0
                                                           WHERE T0.METADATATYPE IN (522) AND T0.OSTATE IN ('O_NR_SCH') AND T0.REQUESTEDSTARTDATE <= ?
         3         263         427         199         15  select FPSREF, STATE,   count(CASE WHEN STARTED is not null and STARTED >=? and STARTED < ? THEN 1 ELSE null END),    count(CASE WHEN COMPLETED is not null and COMPLETED >=? and COMPLETED < ? THEN 1 ELSE null END),    count(CASE WHEN STARTED is not null and COMPLETED is null THEN 1 ELSE null END)   from CWT_FPI where CWCREATED < ? group by FPSREF, STATE order by FPSREF, STATE
         3         437         568         322          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW4
         3         432         734         296          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW16
         3         256         410         197         15  select FPSREF, null as STATE,   count(CASE WHEN STARTED is not null and STARTED >=? and STARTED < ? THEN 1 ELSE null END),    count(CASE WHEN COMPLETED is not null and COMPLETED >=? and COMPLETED < ? THEN 1 ELSE null END),    count(CASE WHEN STARTED is not null and COMPLETED is null THEN 1 ELSE null END)   from CWT_FPI where CWCREATED < ? group by FPSREF, STATE order by FPSREF, STATE
         3         426         760         245          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW3
         3         425         491         295          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW1
         3         419         636         266          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW2
         3         187         258         146         20  DELETE FROM CWAVMCOMMANDS WHERE NODE_ID=? or COMMANDTS<=?
         3         410         696         297          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW12
         3         406         538         309          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW6
         3         400         553         256          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW8
         2         330         457         265          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW0
         2       2,757       2,757       2,757          1  {call LogError(?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)}
         1       1,828       1,828       1,828          1  select
                                                           A.APPLICATIONCONTEXT,
                                                           A.AVERSION,
                                                           A.ZVERSION,
                                                           A.HASCOLLECTION,
                                                           A.HASNAMEVALUEPAIRS,
                                                           A.VERSION,
                                                           A.ISPENDING,
                                                           A.ASSOCIATIONTYPE,
                                                           A.DN,
                                                           A.VALIDFROMDATE,
                                                           A.VALIDTODATE,
                                                           A.CREATEDBY,
                                                           A.CREATEDDATE,
                                                           A.UPDATEDBY,
                                                           A.UPDATEDDATE,
                                                           A.STATE,
                                                           A.STATEDATE,
                                                           A.SELF,
                                                           A.ENTITYAPPLICATIONCONTEXT,
                                                           A.ENTITYTYPE,
                                                           A.ENTITYDN,
                                                           A.ISEXTERNALENTITY,
                                                           A.ASSOCENTITYAPPLICATIONCONTEXT,
                                                           A.ASSOCENTITYTYPE,
                                                           A.ASSOCENTITYDN,
